neuron_id,neuron_type,session_name,group_name
1055,FF,hamilton_09,acute_cit
1056,SIR,hamilton_09,acute_cit
1057,FF,hamilton_09,acute_cit
1058,SR,hamilton_09,acute_cit
1059,SR,hamilton_09,acute_cit
1060,SR,hamilton_09,acute_cit
1061,SR,hamilton_09,acute_cit
1062,SIR,hamilton_09,acute_cit
1064,FF,hamilton_09,acute_cit
1068,FF,hamilton_09,acute_cit
1613,SIR,hamilton_31,acute_cit
1614,SIR,hamilton_31,acute_cit
1615,SIR,hamilton_31,acute_cit
1616,SIR,hamilton_31,acute_cit
1619,SIR,hamilton_31,acute_cit
1620,SR,hamilton_31,acute_cit
1621,SIR,hamilton_31,acute_cit
1622,SIR,hamilton_31,acute_cit
1623,SIR,hamilton_31,acute_cit
1625,SIR,hamilton_31,acute_cit
1626,SIR,hamilton_31,acute_cit
1632,SIR,hamilton_31,acute_cit
1636,SIR,hamilton_31,acute_cit
1638,SIR,hamilton_31,acute_cit
1639,SIR,hamilton_31,acute_cit
1640,FF,hamilton_31,acute_cit
1641,SIR,hamilton_31,acute_cit
1642,SIR,hamilton_31,acute_cit
1644,SIR,hamilton_31,acute_cit
1645,SIR,hamilton_31,acute_cit
1648,SIR,hamilton_31,acute_cit
1649,SIR,hamilton_31,acute_cit
1650,SIR,hamilton_31,acute_cit
1651,SR,hamilton_31,acute_cit
1655,SIR,hamilton_31,acute_cit
1657,SR,hamilton_31,acute_cit
1658,SR,hamilton_31,acute_cit
1659,SIR,hamilton_31,acute_cit
1660,FF,hamilton_31,acute_cit
1661,SR,hamilton_31,acute_cit
1663,SIR,hamilton_31,acute_cit
1664,SIR,hamilton_31,acute_cit
1666,SR,hamilton_31,acute_cit
1667,SIR,hamilton_31,acute_cit
1668,SR,hamilton_31,acute_cit
1669,SIR,hamilton_31,acute_cit
1670,SIR,hamilton_31,acute_cit
1671,SIR,hamilton_31,acute_cit
1675,SIR,hamilton_31,acute_cit
1676,SIR,hamilton_31,acute_cit
1678,SIR,hamilton_31,acute_cit
1679,SIR,hamilton_31,acute_cit
1680,SR,hamilton_31,acute_cit
1681,SIR,hamilton_31,acute_cit
1682,SR,hamilton_31,acute_cit
1683,SIR,hamilton_31,acute_cit
1684,SIR,hamilton_31,acute_cit
1685,SIR,hamilton_31,acute_cit
1686,SIR,hamilton_31,acute_cit
1687,SIR,hamilton_31,acute_cit
1690,FF,hamilton_38,acute_cit
1691,SIR,hamilton_38,acute_cit
1693,FF,hamilton_38,acute_cit
1695,SIR,hamilton_38,acute_cit
1697,SR,hamilton_38,acute_cit
1698,SIR,hamilton_38,acute_cit
1706,SIR,hamilton_38,acute_cit
1709,SIR,hamilton_38,acute_cit
1712,SIR,hamilton_38,acute_cit
1713,SIR,hamilton_38,acute_cit
1720,SIR,hamilton_38,acute_cit
1721,SIR,hamilton_38,acute_cit
1725,SIR,hamilton_38,acute_cit
1726,SIR,hamilton_38,acute_cit
1727,FF,hamilton_38,acute_cit
1728,SIR,hamilton_38,acute_cit
1733,SIR,hamilton_38,acute_cit
1735,SIR,hamilton_38,acute_cit
1736,SIR,hamilton_38,acute_cit
1737,SIR,hamilton_38,acute_cit
1741,SR,hamilton_38,acute_cit
1743,FF,hamilton_38,acute_cit
1748,SIR,hamilton_38,acute_cit
1749,SIR,hamilton_38,acute_cit
1751,SIR,hamilton_38,acute_cit
1752,SIR,hamilton_38,acute_cit
1753,SR,,
1754,SIR,hamilton_38,acute_cit
1755,SR,hamilton_38,acute_cit
1760,SR,hamilton_37,acute_sal
1767,SR,hamilton_37,acute_sal
1769,SR,hamilton_37,acute_sal
1772,SIR,hamilton_37,acute_sal
1774,SR,hamilton_37,acute_sal
1775,SR,hamilton_37,acute_sal
1792,SR,hamilton_37,acute_sal
1795,SR,hamilton_37,acute_sal
1800,SIR,hamilton_37,acute_sal
1810,SIR,hamilton_37,acute_sal
1811,SR,hamilton_37,acute_sal
1812,SR,hamilton_37,acute_sal
1813,SR,hamilton_37,acute_sal
1814,SR,hamilton_37,acute_sal
1815,SR,hamilton_37,acute_sal
1816,SR,hamilton_37,acute_sal
1817,SR,hamilton_37,acute_sal
1818,SIR,hamilton_37,acute_sal
1819,SIR,hamilton_37,acute_sal
1820,SR,hamilton_37,acute_sal
1821,SIR,hamilton_37,acute_sal
1822,SR,hamilton_37,acute_sal
1823,SR,hamilton_37,acute_sal
1824,SR,hamilton_37,acute_sal
1825,SR,hamilton_37,acute_sal
1826,SR,hamilton_37,acute_sal
1827,SIR,hamilton_37,acute_sal
1828,SIR,hamilton_37,acute_sal
1829,SIR,hamilton_37,acute_sal
1830,SIR,hamilton_37,acute_sal
1831,SR,hamilton_37,acute_sal
1832,SR,hamilton_37,acute_sal
1833,SIR,hamilton_37,acute_sal
1834,SIR,hamilton_37,acute_sal
1835,FF,hamilton_37,acute_sal
1836,SIR,hamilton_37,acute_sal
1839,FF,hamilton_35,acute_sal
1841,SR,hamilton_35,acute_sal
1842,SIR,hamilton_35,acute_sal
1843,FF,hamilton_35,acute_sal
1844,FF,hamilton_35,acute_sal
1846,SR,hamilton_35,acute_sal
1847,SR,hamilton_35,acute_sal
1848,SR,hamilton_35,acute_sal
1850,SR,hamilton_35,acute_sal
1854,SR,hamilton_35,acute_sal
1856,SR,hamilton_35,acute_sal
1857,SIR,hamilton_35,acute_sal
1860,SR,hamilton_35,acute_sal
1864,SIR,hamilton_35,acute_sal
1865,SR,hamilton_35,acute_sal
1866,SR,hamilton_35,acute_sal
1867,SR,hamilton_35,acute_sal
1868,SIR,hamilton_35,acute_sal
1869,SR,hamilton_35,acute_sal
1871,SR,hamilton_35,acute_sal
1872,SR,hamilton_35,acute_sal
1873,SIR,hamilton_35,acute_sal
1874,SIR,hamilton_35,acute_sal
1875,SR,hamilton_35,acute_sal
1878,FF,hamilton_35,acute_sal
1879,SIR,hamilton_35,acute_sal
1881,SR,hamilton_35,acute_sal
1885,FF,hamilton_35,acute_sal
1887,SIR,hamilton_35,acute_sal
1888,SIR,hamilton_35,acute_sal
1890,FF,hamilton_35,acute_sal
1897,FF,hamilton_35,acute_sal
1899,SIR,hamilton_35,acute_sal
1900,SIR,hamilton_35,acute_sal
1902,SR,hamilton_35,acute_sal
1903,SR,hamilton_35,acute_sal
1904,SIR,hamilton_35,acute_sal
1906,SR,hamilton_35,acute_sal
1908,SR,hamilton_35,acute_sal
1909,SIR,hamilton_35,acute_sal
1910,SR,hamilton_35,acute_sal
1911,SR,hamilton_36,acute_cit
1914,SR,hamilton_36,acute_cit
1917,SR,hamilton_36,acute_cit
1919,SR,hamilton_36,acute_cit
1921,SIR,hamilton_36,acute_cit
1924,SR,hamilton_36,acute_cit
1928,SR,hamilton_36,acute_cit
1929,SR,hamilton_36,acute_cit
1930,SR,hamilton_36,acute_cit
1931,SR,hamilton_36,acute_cit
1934,SR,hamilton_36,acute_cit
1938,SR,hamilton_36,acute_cit
1940,FF,hamilton_36,acute_cit
1942,SIR,hamilton_36,acute_cit
1945,SR,hamilton_36,acute_cit
1946,FF,hamilton_36,acute_cit
1947,SR,hamilton_36,acute_cit
1949,SIR,hamilton_36,acute_cit
1950,SIR,hamilton_36,acute_cit
1951,SR,hamilton_36,acute_cit
1952,SIR,hamilton_36,acute_cit
1956,SIR,hamilton_36,acute_cit
1959,FF,hamilton_36,acute_cit
1960,SR,hamilton_36,acute_cit
1961,SR,hamilton_32,acute_sal
1962,SR,hamilton_32,acute_sal
1966,SR,hamilton_32,acute_sal
1968,SR,hamilton_32,acute_sal
1969,SR,hamilton_32,acute_sal
1970,SIR,hamilton_32,acute_sal
1973,SIR,hamilton_32,acute_sal
1974,FF,hamilton_32,acute_sal
1978,SR,hamilton_32,acute_sal
1980,SR,hamilton_32,acute_sal
1982,SR,hamilton_32,acute_sal
1983,SIR,hamilton_32,acute_sal
1984,SR,hamilton_32,acute_sal
1985,SR,hamilton_32,acute_sal
1987,SIR,hamilton_32,acute_sal
1988,SIR,hamilton_32,acute_sal
1989,SIR,hamilton_32,acute_sal
1991,SIR,hamilton_32,acute_sal
1992,SR,hamilton_32,acute_sal
1997,SR,hamilton_32,acute_sal
1998,SR,hamilton_32,acute_sal
1999,SR,hamilton_32,acute_sal
2000,SIR,hamilton_32,acute_sal
2001,SIR,hamilton_32,acute_sal
2002,FF,hamilton_32,acute_sal
2003,SR,hamilton_32,acute_sal
2291,SR,acute_15,acute_saline
2293,SR,acute_15,acute_saline
2296,SR,acute_15,acute_saline
2298,SIR,acute_15,acute_saline
2299,SR,acute_15,acute_saline
2301,SR,acute_15,acute_saline
2306,FF,acute_15,acute_saline
2309,SR,acute_15,acute_saline
2316,SIR,acute_15,acute_saline
2328,FF,acute_15,acute_saline
2329,SIR,acute_15,acute_saline
2334,SR,acute_15,acute_saline
2335,SR,acute_15,acute_saline
2337,SR,acute_15,acute_saline
2338,SR,acute_15,acute_saline
2339,SIR,acute_15,acute_saline
2340,SR,acute_15,acute_saline
2344,FF,acute_15,acute_saline
2347,SIR,acute_15,acute_saline
2348,SIR,acute_15,acute_saline
2350,FF,acute_15,acute_saline
2352,FF,acute_15,acute_saline
2353,SR,acute_15,acute_saline
2354,SR,acute_15,acute_saline
2359,SR,acute_15,acute_saline
2360,SIR,acute_15,acute_saline
2361,SR,acute_15,acute_saline
2362,SIR,acute_15,acute_saline
2406,SR,acute_16,acute_saline
2407,SIR,acute_16,acute_saline
2408,FF,acute_16,acute_saline
2410,SIR,acute_16,acute_saline
2411,SR,acute_16,acute_saline
2413,SIR,acute_16,acute_saline
2414,SR,acute_16,acute_saline
2415,FF,acute_16,acute_saline
2418,SIR,acute_16,acute_saline
2420,FF,acute_16,acute_saline
2424,FF,acute_16,acute_saline
2428,SIR,acute_16,acute_saline
2429,FF,acute_16,acute_saline
2431,SR,acute_01,acute_citalopram
2434,FF,acute_01,acute_citalopram
2435,SIR,acute_01,acute_citalopram
2436,SIR,acute_01,acute_citalopram
2437,SIR,acute_01,acute_citalopram
2440,FF,acute_01,acute_citalopram
2445,SR,acute_01,acute_citalopram
2450,SIR,acute_01,acute_citalopram
2451,SIR,acute_01,acute_citalopram
2452,SR,acute_01,acute_citalopram
2453,SR,acute_01,acute_citalopram
2454,FF,acute_01,acute_citalopram
2455,FF,acute_01,acute_citalopram
2457,SIR,acute_01,acute_citalopram
2458,SIR,acute_01,acute_citalopram
2459,SR,acute_01,acute_citalopram
2460,SIR,acute_01,acute_citalopram
2461,SR,acute_14,acute_saline
2463,SR,acute_14,acute_saline
2464,SR,acute_14,acute_saline
2465,SR,acute_14,acute_saline
2469,SIR,acute_14,acute_saline
2472,SR,acute_14,acute_saline
2475,FF,acute_14,acute_saline
2476,FF,acute_14,acute_saline
2478,SR,acute_14,acute_saline
2480,SR,acute_14,acute_saline
2481,SR,acute_14,acute_saline
2482,FF,acute_14,acute_saline
2485,FF,acute_14,acute_saline
2487,SR,acute_14,acute_saline
2493,SR,acute_14,acute_saline
2494,SIR,acute_14,acute_saline
2503,SIR,acute_14,acute_saline
2524,SR,acute_12,acute_saline
2525,SR,acute_12,acute_saline
2526,SR,acute_12,acute_saline
2527,SR,acute_12,acute_saline
2528,SR,acute_12,acute_saline
2529,SIR,acute_12,acute_saline
2531,SR,acute_12,acute_saline
2533,SIR,acute_12,acute_saline
2542,SIR,acute_12,acute_saline
2544,SIR,acute_12,acute_saline
2548,SR,acute_12,acute_saline
2551,SR,acute_12,acute_saline
2555,SR,acute_12,acute_saline
2558,SR,acute_12,acute_saline
2559,SIR,acute_12,acute_saline
2560,SR,acute_12,acute_saline
2562,SR,acute_12,acute_saline
2563,SR,acute_12,acute_saline
2564,SIR,acute_12,acute_saline
2566,SR,acute_12,acute_saline
2567,SR,acute_12,acute_saline
2569,SR,acute_12,acute_saline
2570,SIR,acute_12,acute_saline
2571,SR,acute_12,acute_saline
2573,SR,acute_12,acute_saline
2574,SR,acute_12,acute_saline
2575,SR,acute_12,acute_saline
2577,SR,acute_12,acute_saline
2578,SR,acute_12,acute_saline
2585,SIR,acute_12,acute_saline
2586,SIR,acute_12,acute_saline
2587,SIR,acute_12,acute_saline
2588,SIR,acute_12,acute_saline
2589,SR,acute_12,acute_saline
2590,SIR,acute_12,acute_saline
2593,FF,acute_11,acute_saline
2594,SIR,acute_11,acute_saline
2595,SIR,acute_11,acute_saline
2598,SR,acute_11,acute_saline
2601,SIR,acute_11,acute_saline
2603,SIR,acute_11,acute_saline
2604,SR,acute_11,acute_saline
2605,SIR,acute_11,acute_saline
2606,SIR,acute_11,acute_saline
2607,FF,acute_11,acute_saline
2608,SIR,acute_11,acute_saline
2609,SIR,acute_11,acute_saline
2610,FF,acute_11,acute_saline
2611,FF,acute_11,acute_saline
2613,FF,acute_11,acute_saline
2616,FF,acute_11,acute_saline
2623,FF,acute_11,acute_saline
2624,FF,acute_11,acute_saline
2626,SIR,acute_11,acute_saline
2628,SIR,acute_11,acute_saline
2629,SIR,acute_11,acute_saline
2634,SIR,acute_11,acute_saline
71,SR,ESHOCK_06_LOC1,sham
81,SIR,ESHOCK_07_LOC1,sham
82,SIR,ESHOCK_07_LOC1,sham
84,SR,ESHOCK_07_LOC1,sham
85,SR,ESHOCK_07_LOC1,sham
86,SR,ESHOCK_07_LOC1,sham
89,SR,ESHOCK_07_LOC1,sham
93,SR,ESHOCK_07_LOC1,sham
94,SIR,ESHOCK_07_LOC1,sham
99,SIR,ESHOCK_08_LOC1,sham
113,FF,ESHOCK_08_LOC1,sham
114,FF,ESHOCK_08_LOC1,sham
117,FF,ESHOCK_08_LOC1,sham
118,SIR,ESHOCK_08_LOC1,sham
120,SIR,ESHOCK_08_LOC1,sham
121,SR,ESHOCK_08_LOC1,sham
122,SIR,ESHOCK_08_LOC1,sham
124,SIR,ESHOCK_08_LOC1,sham
128,FF,ESHOCK_08_LOC1,sham
136,SR,ESHOCK_09_LOC1,sham
137,SR,ESHOCK_09_LOC1,sham
138,SR,ESHOCK_09_LOC1,sham
139,SR,ESHOCK_09_LOC1,sham
140,SR,ESHOCK_09_LOC1,sham
142,SR,ESHOCK_09_LOC1,sham
146,SR,ESHOCK_09_LOC1,sham
147,SR,ESHOCK_09_LOC1,sham
158,SIR,ESHOCK_09_LOC1,sham
159,SIR,ESHOCK_09_LOC1,sham
161,SR,ESHOCK_09_LOC1,sham
162,FF,ESHOCK_09_LOC1,sham
163,SR,ESHOCK_09_LOC1,sham
166,SR,ESHOCK_09_LOC1,sham
167,SR,ESHOCK_09_LOC1,sham
177,SR,ESHOCK_09_LOC1,sham
178,SR,ESHOCK_09_LOC1,sham
179,SIR,ESHOCK_09_LOC1,sham
180,SIR,ESHOCK_09_LOC1,sham
184,SIR,ESHOCK_09_LOC1,sham
185,SR,ESHOCK_09_LOC1,sham
1014,SIR,hamilton_10,acute_cit
1035,SR,hamilton_04,acute_cit
1036,SIR,hamilton_04,acute_cit
1038,SR,hamilton_04,acute_cit
1065,SR,hamilton_09,acute_cit
1617,SIR,hamilton_31,acute_cit
1647,SR,hamilton_31,acute_cit
1700,SIR,hamilton_38,acute_cit
1708,SR,hamilton_38,acute_cit
1715,SR,hamilton_38,acute_cit
1732,SIR,hamilton_38,acute_cit
1739,SR,hamilton_38,acute_cit
1837,SIR,hamilton_37,acute_sal
1858,FF,hamilton_35,acute_sal
1861,SR,hamilton_35,acute_sal
1882,SR,hamilton_35,acute_sal
1883,FF,hamilton_35,acute_sal
1884,SR,hamilton_35,acute_sal
1889,SIR,hamilton_35,acute_sal
1893,SR,hamilton_35,acute_sal
1894,SIR,hamilton_35,acute_sal
1895,SIR,hamilton_35,acute_sal
1896,FF,hamilton_35,acute_sal
1963,SIR,hamilton_32,acute_sal
1975,SR,hamilton_32,acute_sal
1990,SR,hamilton_32,acute_sal
1993,SR,hamilton_32,acute_sal
1995,SR,hamilton_32,acute_sal
2305,SIR,acute_15,acute_saline
2324,SIR,acute_15,acute_saline
2412,SIR,acute_16,acute_saline
2422,FF,acute_16,acute_saline
2425,SIR,acute_16,acute_saline
2447,SR,acute_01,acute_citalopram
2448,SIR,acute_01,acute_citalopram
2489,SR,acute_14,acute_saline
2496,SR,acute_14,acute_saline
2522,SR,acute_12,acute_saline
2523,SIR,acute_12,acute_saline
2546,SIR,acute_12,acute_saline
2568,SIR,acute_12,acute_saline
2592,FF,acute_11,acute_saline
2596,FF,acute_11,acute_saline
2612,SR,acute_11,acute_saline
2617,SIR,acute_11,acute_saline
2618,SIR,acute_11,acute_saline
2619,SIR,acute_11,acute_saline
2620,SIR,acute_11,acute_saline
2621,SIR,acute_11,acute_saline
2622,SR,acute_11,acute_saline
2625,SR,acute_11,acute_saline
2627,SIR,acute_11,acute_saline
2630,FF,acute_11,acute_saline
2304,,acute_15,acute_saline
