neuron_id,n_pre,n_post,Mean_pre,Mean_post,Diff,U,p,sig,neuron_type,session_name,group_name
1064,184.0,16.0,0.01,-0.1,-0.11,1496.0,0.69,False,FF,hamilton_09,acute_cit
1065,184.0,16.0,0.0,-0.03,-0.03,1413.0,0.41,False,SR,hamilton_09,acute_cit
1068,184.0,16.0,0.1,-1.16,-1.26,2698.5,0.0,True,FF,hamilton_09,acute_cit
1613,184.0,16.0,0.05,-0.6,-0.65,2063.0,0.01,True,SIR,hamilton_31,acute_cit
1614,184.0,16.0,-0.05,0.59,0.64,1044.0,0.08,False,SIR,hamilton_31,acute_cit
1615,184.0,16.0,-0.08,0.93,1.01,730.0,0.0,True,SIR,hamilton_31,acute_cit
1616,184.0,16.0,-0.11,1.29,1.4,636.0,0.0,True,SIR,hamilton_31,acute_cit
1617,184.0,16.0,-0.05,0.52,0.57,1187.5,0.2,False,SIR,hamilton_31,acute_cit
1619,184.0,16.0,-0.13,1.48,1.61,403.5,0.0,True,SIR,hamilton_31,acute_cit
1620,184.0,16.0,0.03,-0.34,-0.37,1900.5,0.08,False,SR,hamilton_31,acute_cit
1621,184.0,16.0,-0.09,1.01,1.1,745.0,0.0,True,SIR,hamilton_31,acute_cit
1622,184.0,16.0,-0.1,1.16,1.26,531.5,0.0,True,SIR,hamilton_31,acute_cit
1623,184.0,16.0,-0.13,1.48,1.61,440.5,0.0,True,SIR,hamilton_31,acute_cit
1625,184.0,16.0,-0.12,1.35,1.47,575.0,0.0,True,SIR,hamilton_31,acute_cit
1626,184.0,16.0,-0.04,0.45,0.48,1114.5,0.15,False,SIR,hamilton_31,acute_cit
1632,184.0,16.0,-0.1,1.2,1.3,635.5,0.0,True,SIR,hamilton_31,acute_cit
1636,184.0,16.0,-0.08,0.98,1.06,772.0,0.0,True,SIR,hamilton_31,acute_cit
1638,184.0,16.0,-0.06,0.66,0.72,950.0,0.03,True,SIR,hamilton_31,acute_cit
1639,184.0,16.0,-0.01,0.17,0.18,1378.5,0.75,False,SIR,hamilton_31,acute_cit
1640,184.0,16.0,-0.09,1.0,1.08,451.5,0.0,True,FF,hamilton_31,acute_cit
1641,184.0,16.0,-0.12,1.4,1.52,327.0,0.0,True,SIR,hamilton_31,acute_cit
1642,184.0,16.0,-0.05,0.62,0.68,1055.5,0.09,False,SIR,hamilton_31,acute_cit
1644,184.0,16.0,-0.09,1.01,1.1,776.5,0.0,True,SIR,hamilton_31,acute_cit
1645,184.0,16.0,-0.08,0.95,1.03,634.0,0.0,True,SIR,hamilton_31,acute_cit
1647,184.0,16.0,-0.08,0.97,1.06,787.0,0.0,True,SR,hamilton_31,acute_cit
1648,184.0,16.0,-0.16,1.79,1.95,262.5,0.0,True,SIR,hamilton_31,acute_cit
1649,184.0,16.0,-0.11,1.29,1.4,557.5,0.0,True,SIR,hamilton_31,acute_cit
1650,184.0,16.0,-0.15,1.76,1.91,283.0,0.0,True,SIR,hamilton_31,acute_cit
1651,184.0,16.0,0.02,-0.19,-0.2,1740.5,0.29,False,SR,hamilton_31,acute_cit
1655,184.0,16.0,0.03,-0.3,-0.33,1801.5,0.19,False,SIR,hamilton_31,acute_cit
1657,184.0,16.0,-0.06,0.63,0.69,1000.0,0.05,False,SR,hamilton_31,acute_cit
1658,184.0,16.0,0.02,-0.19,-0.2,1687.5,0.41,False,SR,hamilton_31,acute_cit
1659,184.0,16.0,-0.05,0.61,0.66,972.0,0.04,True,SIR,hamilton_31,acute_cit
1660,184.0,16.0,0.02,-0.26,-0.28,1742.5,0.27,False,FF,hamilton_31,acute_cit
1661,184.0,16.0,-0.03,0.31,0.34,1341.5,0.64,False,SR,hamilton_31,acute_cit
1663,184.0,16.0,0.03,-0.36,-0.4,1822.0,0.16,False,SIR,hamilton_31,acute_cit
1664,184.0,16.0,-0.08,0.88,0.95,759.0,0.0,True,SIR,hamilton_31,acute_cit
1666,184.0,16.0,-0.14,1.59,1.73,176.0,0.0,True,SR,hamilton_31,acute_cit
1667,184.0,16.0,-0.07,0.82,0.89,712.5,0.0,True,SIR,hamilton_31,acute_cit
1668,184.0,16.0,0.02,-0.28,-0.31,1790.0,0.2,False,SR,hamilton_31,acute_cit
1669,184.0,16.0,-0.15,1.76,1.91,188.0,0.0,True,SIR,hamilton_31,acute_cit
1670,184.0,16.0,-0.0,0.04,0.04,1436.0,0.81,False,SIR,hamilton_31,acute_cit
1671,184.0,16.0,-0.05,0.62,0.67,1025.5,0.06,False,SIR,hamilton_31,acute_cit
1675,184.0,16.0,-0.0,0.02,0.02,1504.5,0.92,False,SIR,hamilton_31,acute_cit
1676,184.0,16.0,-0.01,0.11,0.12,1424.5,0.79,False,SIR,hamilton_31,acute_cit
1678,184.0,16.0,-0.04,0.48,0.52,1118.5,0.15,False,SIR,hamilton_31,acute_cit
1679,184.0,16.0,-0.02,0.26,0.29,1257.5,0.41,False,SIR,hamilton_31,acute_cit
1680,184.0,16.0,-0.07,0.8,0.87,985.0,0.04,True,SR,hamilton_31,acute_cit
1681,184.0,16.0,-0.05,0.58,0.63,1141.5,0.19,False,SIR,hamilton_31,acute_cit
1682,184.0,16.0,0.0,-0.01,-0.01,1525.0,0.86,False,SR,hamilton_31,acute_cit
1683,184.0,16.0,-0.02,0.26,0.28,1330.5,0.61,False,SIR,hamilton_31,acute_cit
1684,184.0,16.0,-0.12,1.36,1.47,375.5,0.0,True,SIR,hamilton_31,acute_cit
1685,184.0,16.0,-0.17,1.96,2.13,117.5,0.0,True,SIR,hamilton_31,acute_cit
1686,184.0,16.0,-0.11,1.23,1.34,459.5,0.0,True,SIR,hamilton_31,acute_cit
1687,184.0,16.0,-0.01,0.13,0.15,1445.0,0.94,False,SIR,hamilton_31,acute_cit
1690,184.0,16.0,-0.04,0.42,0.45,1072.0,0.1,False,FF,hamilton_38,acute_cit
1691,184.0,16.0,-0.0,0.04,0.05,1473.0,1.0,False,SIR,hamilton_38,acute_cit
1693,184.0,16.0,-0.04,0.45,0.49,1173.0,0.24,False,FF,hamilton_38,acute_cit
1695,184.0,16.0,-0.18,2.02,2.2,103.5,0.0,True,SIR,hamilton_38,acute_cit
1697,184.0,16.0,0.01,-0.08,-0.08,1556.5,0.77,False,SR,hamilton_38,acute_cit
1698,184.0,16.0,0.02,-0.17,-0.19,1654.0,0.45,False,SIR,hamilton_38,acute_cit
1700,184.0,16.0,0.11,-1.27,-1.38,2749.5,0.0,True,SIR,hamilton_38,acute_cit
1706,184.0,16.0,0.1,-1.1,-1.19,2544.5,0.0,True,SIR,hamilton_38,acute_cit
1708,184.0,16.0,-0.18,2.05,2.23,161.0,0.0,True,SR,hamilton_38,acute_cit
1709,184.0,16.0,-0.01,0.17,0.19,1223.0,0.34,False,SIR,hamilton_38,acute_cit
1712,184.0,16.0,0.09,-1.07,-1.16,2667.0,0.0,True,SIR,hamilton_38,acute_cit
1713,184.0,16.0,-0.04,0.5,0.54,1232.0,0.05,True,SIR,hamilton_38,acute_cit
1715,184.0,16.0,-0.09,1.09,1.18,464.0,0.0,True,SR,hamilton_38,acute_cit
1720,184.0,16.0,0.06,-0.7,-0.76,2248.0,0.0,True,SIR,hamilton_38,acute_cit
1721,184.0,16.0,-0.08,0.97,1.06,657.0,0.0,True,SIR,hamilton_38,acute_cit
1725,184.0,16.0,0.06,-0.65,-0.71,2095.0,0.01,True,SIR,hamilton_38,acute_cit
1726,184.0,16.0,0.01,-0.14,-0.15,1473.5,1.0,False,SIR,hamilton_38,acute_cit
1727,184.0,16.0,0.06,-0.67,-0.73,2185.5,0.0,True,FF,hamilton_38,acute_cit
1728,184.0,16.0,-0.08,0.86,0.94,988.5,0.04,True,SIR,hamilton_38,acute_cit
1732,184.0,16.0,-0.08,0.88,0.96,812.0,0.01,True,SIR,hamilton_38,acute_cit
1733,184.0,16.0,0.0,-0.05,-0.05,1472.0,1.0,False,SIR,hamilton_38,acute_cit
1735,184.0,16.0,-0.02,0.24,0.26,1249.0,0.39,False,SIR,hamilton_38,acute_cit
1736,184.0,16.0,-0.18,2.01,2.19,142.0,0.0,True,SIR,hamilton_38,acute_cit
1737,184.0,16.0,0.03,-0.39,-0.42,1941.5,0.05,False,SIR,hamilton_38,acute_cit
1739,184.0,16.0,-0.01,0.17,0.19,1434.0,0.88,False,SR,hamilton_38,acute_cit
1741,184.0,16.0,-0.11,1.3,1.42,483.5,0.0,True,SR,hamilton_38,acute_cit
1743,184.0,16.0,-0.03,0.32,0.35,1281.0,0.47,False,FF,hamilton_38,acute_cit
1748,184.0,16.0,0.05,-0.58,-0.63,2118.0,0.01,True,SIR,hamilton_38,acute_cit
1749,184.0,16.0,-0.15,1.71,1.86,209.5,0.0,True,SIR,hamilton_38,acute_cit
1751,184.0,16.0,0.07,-0.8,-0.86,2297.5,0.0,True,SIR,hamilton_38,acute_cit
1752,184.0,16.0,0.0,-0.02,-0.02,1478.0,0.99,False,SIR,hamilton_38,acute_cit
1754,184.0,16.0,-0.02,0.21,0.23,1477.0,0.99,False,SIR,hamilton_38,acute_cit
1755,184.0,16.0,-0.03,0.36,0.39,1334.5,0.47,False,SR,hamilton_38,acute_cit
1760,184.0,16.0,-0.11,1.27,1.38,352.0,0.0,True,SR,hamilton_37,acute_sal
1767,184.0,16.0,0.06,-0.68,-0.74,2276.5,0.0,True,SR,hamilton_37,acute_sal
1769,184.0,16.0,-0.12,1.42,1.54,286.0,0.0,True,SR,hamilton_37,acute_sal
1772,184.0,16.0,0.08,-0.97,-1.06,2508.5,0.0,True,SIR,hamilton_37,acute_sal
1774,184.0,16.0,0.19,-2.16,-2.35,2931.0,0.0,True,SR,hamilton_37,acute_sal
1775,184.0,16.0,0.11,-1.24,-1.35,2644.5,0.0,True,SR,hamilton_37,acute_sal
1792,184.0,16.0,0.0,-0.03,-0.03,1526.5,0.85,False,SR,hamilton_37,acute_sal
1795,184.0,16.0,-0.01,0.17,0.19,1465.0,0.99,False,SR,hamilton_37,acute_sal
1800,184.0,16.0,-0.1,1.16,1.27,486.5,0.0,True,SIR,hamilton_37,acute_sal
1810,184.0,16.0,-0.02,0.23,0.25,1354.0,0.67,False,SIR,hamilton_37,acute_sal
1811,184.0,16.0,0.12,-1.43,-1.56,2625.0,0.0,True,SR,hamilton_37,acute_sal
1812,184.0,16.0,0.05,-0.56,-0.61,1919.5,0.06,False,SR,hamilton_37,acute_sal
1813,184.0,16.0,0.18,-2.12,-2.31,2932.5,0.0,True,SR,hamilton_37,acute_sal
1814,184.0,16.0,0.13,-1.48,-1.61,2457.0,0.0,True,SR,hamilton_37,acute_sal
1815,184.0,16.0,0.08,-0.89,-0.97,2375.0,0.0,True,SR,hamilton_37,acute_sal
1816,184.0,16.0,0.08,-0.97,-1.06,2446.0,0.0,True,SR,hamilton_37,acute_sal
1817,184.0,16.0,0.12,-1.42,-1.55,2797.0,0.0,True,SR,hamilton_37,acute_sal
1818,184.0,16.0,-0.02,0.23,0.25,1340.5,0.55,False,SIR,hamilton_37,acute_sal
1819,184.0,16.0,-0.16,1.79,1.94,148.5,0.0,True,SIR,hamilton_37,acute_sal
1820,184.0,16.0,0.12,-1.43,-1.55,2677.0,0.0,True,SR,hamilton_37,acute_sal
1821,184.0,16.0,-0.1,1.15,1.25,639.5,0.0,True,SIR,hamilton_37,acute_sal
1822,184.0,16.0,0.16,-1.83,-1.99,2935.0,0.0,True,SR,hamilton_37,acute_sal
1823,184.0,16.0,-0.0,0.04,0.04,1481.5,0.99,False,SR,hamilton_37,acute_sal
1824,184.0,16.0,0.12,-1.4,-1.52,2668.0,0.0,True,SR,hamilton_37,acute_sal
1825,184.0,16.0,-0.0,0.04,0.04,1605.5,0.63,False,SR,hamilton_37,acute_sal
1826,184.0,16.0,0.01,-0.13,-0.14,1723.5,0.33,False,SR,hamilton_37,acute_sal
1827,184.0,16.0,-0.08,0.89,0.96,832.0,0.01,True,SIR,hamilton_37,acute_sal
1828,184.0,16.0,0.06,-0.66,-0.72,2171.5,0.0,True,SIR,hamilton_37,acute_sal
1829,184.0,16.0,-0.09,1.08,1.18,822.5,0.01,True,SIR,hamilton_37,acute_sal
1830,184.0,16.0,0.11,-1.25,-1.36,2696.0,0.0,True,SIR,hamilton_37,acute_sal
1831,184.0,16.0,0.03,-0.32,-0.34,1951.0,0.05,True,SR,hamilton_37,acute_sal
1832,184.0,16.0,0.09,-1.05,-1.14,2650.5,0.0,True,SR,hamilton_37,acute_sal
1833,184.0,16.0,-0.16,1.87,2.04,392.0,0.0,True,SIR,hamilton_37,acute_sal
1834,184.0,16.0,0.03,-0.39,-0.42,2002.0,0.03,True,SIR,hamilton_37,acute_sal
1835,184.0,16.0,-0.15,1.73,1.88,205.0,0.0,True,FF,hamilton_37,acute_sal
1836,184.0,16.0,-0.1,1.17,1.27,308.0,0.0,True,SIR,hamilton_37,acute_sal
1837,184.0,16.0,-0.06,0.64,0.7,951.5,0.03,True,SIR,hamilton_37,acute_sal
1839,184.0,16.0,-0.05,0.53,0.57,1153.0,0.2,False,FF,hamilton_35,acute_sal
1841,184.0,16.0,0.05,-0.61,-0.67,2082.0,0.01,True,SR,hamilton_35,acute_sal
1842,184.0,16.0,-0.09,1.03,1.11,595.0,0.0,True,SIR,hamilton_35,acute_sal
1843,184.0,16.0,0.17,-1.99,-2.16,2912.0,0.0,True,FF,hamilton_35,acute_sal
1844,184.0,16.0,-0.12,1.44,1.56,369.0,0.0,True,FF,hamilton_35,acute_sal
1846,184.0,16.0,0.14,-1.63,-1.77,2756.0,0.0,True,SR,hamilton_35,acute_sal
1847,184.0,16.0,-0.19,2.18,2.37,63.5,0.0,True,SR,hamilton_35,acute_sal
1848,184.0,16.0,0.03,-0.36,-0.39,1953.0,0.05,True,SR,hamilton_35,acute_sal
1850,184.0,16.0,0.09,-1.0,-1.09,2376.0,0.0,True,SR,hamilton_35,acute_sal
1854,184.0,16.0,0.06,-0.73,-0.8,2215.0,0.0,True,SR,hamilton_35,acute_sal
1856,184.0,16.0,0.12,-1.34,-1.46,2584.5,0.0,True,SR,hamilton_35,acute_sal
1857,184.0,16.0,-0.03,0.37,0.4,1355.0,0.67,False,SIR,hamilton_35,acute_sal
1858,184.0,16.0,0.04,-0.51,-0.56,2007.5,0.03,True,FF,hamilton_35,acute_sal
1860,184.0,16.0,-0.14,1.56,1.7,780.5,0.0,True,SR,hamilton_35,acute_sal
1861,184.0,16.0,0.01,-0.09,-0.1,1454.5,0.97,False,SR,hamilton_35,acute_sal
1864,184.0,16.0,-0.21,2.41,2.62,16.5,0.0,True,SIR,hamilton_35,acute_sal
1865,184.0,16.0,0.14,-1.62,-1.76,2864.5,0.0,True,SR,hamilton_35,acute_sal
1866,184.0,16.0,-0.07,0.77,0.84,728.0,0.0,True,SR,hamilton_35,acute_sal
1867,184.0,16.0,0.12,-1.44,-1.56,2828.0,0.0,True,SR,hamilton_35,acute_sal
1868,184.0,16.0,0.1,-1.12,-1.22,2715.5,0.0,True,SIR,hamilton_35,acute_sal
1869,184.0,16.0,0.13,-1.45,-1.58,2826.5,0.0,True,SR,hamilton_35,acute_sal
1871,184.0,16.0,-0.06,0.73,0.79,917.5,0.02,True,SR,hamilton_35,acute_sal
1872,184.0,16.0,0.17,-1.91,-2.08,2910.5,0.0,True,SR,hamilton_35,acute_sal
1873,184.0,16.0,0.05,-0.54,-0.59,2028.0,0.01,True,SIR,hamilton_35,acute_sal
1874,184.0,16.0,0.06,-0.7,-0.76,2250.0,0.0,True,SIR,hamilton_35,acute_sal
1875,184.0,16.0,0.09,-1.05,-1.14,2471.5,0.0,True,SR,hamilton_35,acute_sal
1878,184.0,16.0,0.18,-2.02,-2.19,2821.5,0.0,True,FF,hamilton_35,acute_sal
1879,184.0,16.0,-0.13,1.52,1.65,394.5,0.0,True,SIR,hamilton_35,acute_sal
1881,184.0,16.0,-0.09,1.08,1.18,659.0,0.0,True,SR,hamilton_35,acute_sal
1882,184.0,16.0,-0.03,0.32,0.35,1215.0,0.32,False,SR,hamilton_35,acute_sal
1883,184.0,16.0,-0.06,0.67,0.73,809.5,0.01,True,FF,hamilton_35,acute_sal
1884,184.0,16.0,0.01,-0.15,-0.16,1512.0,0.6,False,SR,hamilton_35,acute_sal
1885,184.0,16.0,-0.19,2.18,2.37,200.0,0.0,True,FF,hamilton_35,acute_sal
1887,184.0,16.0,-0.12,1.37,1.49,553.5,0.0,True,SIR,hamilton_35,acute_sal
1888,184.0,16.0,-0.07,0.83,0.91,744.5,0.0,True,SIR,hamilton_35,acute_sal
1889,184.0,16.0,-0.16,1.84,2.0,317.0,0.0,True,SIR,hamilton_35,acute_sal
1890,184.0,16.0,0.14,-1.64,-1.79,2861.5,0.0,True,FF,hamilton_35,acute_sal
1893,184.0,16.0,0.01,-0.11,-0.12,1591.0,0.58,False,SR,hamilton_35,acute_sal
1894,184.0,16.0,-0.02,0.22,0.23,1344.0,0.65,False,SIR,hamilton_35,acute_sal
1895,184.0,16.0,-0.06,0.71,0.77,901.5,0.02,True,SIR,hamilton_35,acute_sal
1896,184.0,16.0,0.05,-0.56,-0.6,1960.0,0.01,True,FF,hamilton_35,acute_sal
1897,184.0,16.0,-0.1,1.11,1.2,545.5,0.0,True,FF,hamilton_35,acute_sal
1899,184.0,16.0,0.1,-1.1,-1.19,2234.5,0.0,True,SIR,hamilton_35,acute_sal
1900,184.0,16.0,-0.04,0.44,0.47,1247.5,0.39,False,SIR,hamilton_35,acute_sal
1902,184.0,16.0,-0.01,0.1,0.11,1396.5,0.79,False,SR,hamilton_35,acute_sal
1903,184.0,16.0,-0.03,0.3,0.33,1405.5,0.29,False,SR,hamilton_35,acute_sal
1904,184.0,16.0,0.16,-1.89,-2.05,2690.5,0.0,True,SIR,hamilton_35,acute_sal
1906,184.0,16.0,0.01,-0.07,-0.08,1480.0,0.83,False,SR,hamilton_35,acute_sal
1908,184.0,16.0,-0.18,2.12,2.3,101.5,0.0,True,SR,hamilton_35,acute_sal
1909,184.0,16.0,-0.02,0.26,0.28,1247.0,0.39,False,SIR,hamilton_35,acute_sal
1910,184.0,16.0,0.06,-0.69,-0.75,2070.0,0.01,True,SR,hamilton_35,acute_sal
1911,184.0,16.0,-0.07,0.86,0.93,314.0,0.0,True,SR,hamilton_36,acute_cit
1914,184.0,16.0,0.01,-0.16,-0.18,1801.0,0.19,False,SR,hamilton_36,acute_cit
1917,184.0,16.0,-0.05,0.61,0.66,1015.5,0.06,False,SR,hamilton_36,acute_cit
1919,184.0,16.0,-0.0,0.01,0.01,1694.0,0.39,False,SR,hamilton_36,acute_cit
1921,184.0,16.0,0.06,-0.72,-0.78,2408.0,0.0,True,SIR,hamilton_36,acute_cit
1924,184.0,16.0,0.14,-1.64,-1.78,2827.0,0.0,True,SR,hamilton_36,acute_cit
1928,184.0,16.0,0.13,-1.53,-1.67,2767.5,0.0,True,SR,hamilton_36,acute_cit
1929,184.0,16.0,0.1,-1.12,-1.22,2377.0,0.0,True,SR,hamilton_36,acute_cit
1930,184.0,16.0,0.05,-0.53,-0.58,1907.5,0.07,False,SR,hamilton_36,acute_cit
1931,184.0,16.0,0.04,-0.52,-0.56,2214.5,0.0,True,SR,hamilton_36,acute_cit
1934,184.0,16.0,0.03,-0.31,-0.33,1977.5,0.04,True,SR,hamilton_36,acute_cit
1938,184.0,16.0,0.01,-0.07,-0.08,1852.5,0.12,False,SR,hamilton_36,acute_cit
1940,184.0,16.0,-0.03,0.36,0.39,1194.0,0.28,False,FF,hamilton_36,acute_cit
1942,184.0,16.0,-0.03,0.38,0.41,1075.5,0.07,False,SIR,hamilton_36,acute_cit
1945,184.0,16.0,-0.11,1.21,1.32,675.5,0.0,True,SR,hamilton_36,acute_cit
1946,184.0,16.0,-0.12,1.33,1.45,591.0,0.0,True,FF,hamilton_36,acute_cit
1947,184.0,16.0,0.01,-0.07,-0.08,1480.0,0.83,False,SR,hamilton_36,acute_cit
1949,184.0,16.0,-0.03,0.38,0.41,677.5,0.0,True,SIR,hamilton_36,acute_cit
1950,184.0,16.0,-0.11,1.29,1.4,476.0,0.0,True,SIR,hamilton_36,acute_cit
1951,184.0,16.0,-0.17,1.96,2.13,159.5,0.0,True,SR,hamilton_36,acute_cit
1952,184.0,16.0,-0.18,2.03,2.21,78.5,0.0,True,SIR,hamilton_36,acute_cit
1956,184.0,16.0,-0.24,2.78,3.02,14.5,0.0,True,SIR,hamilton_36,acute_cit
1959,184.0,16.0,-0.04,0.43,0.47,1224.0,0.34,False,FF,hamilton_36,acute_cit
1960,184.0,16.0,0.14,-1.56,-1.69,2604.0,0.0,True,SR,hamilton_36,acute_cit
1961,184.0,16.0,-0.17,1.98,2.15,400.0,0.0,True,SR,hamilton_32,acute_sal
1962,184.0,16.0,0.06,-0.65,-0.71,2148.5,0.0,True,SR,hamilton_32,acute_sal
1963,184.0,16.0,0.01,-0.08,-0.09,1594.0,0.62,False,SIR,hamilton_32,acute_sal
1966,184.0,16.0,0.12,-1.37,-1.49,2504.5,0.0,True,SR,hamilton_32,acute_sal
1968,184.0,16.0,-0.21,2.36,2.56,82.5,0.0,True,SR,hamilton_32,acute_sal
1969,184.0,16.0,-0.14,1.64,1.78,567.5,0.0,True,SR,hamilton_32,acute_sal
1970,184.0,16.0,-0.1,1.16,1.26,791.5,0.0,True,SIR,hamilton_32,acute_sal
1973,184.0,16.0,-0.07,0.86,0.93,990.0,0.01,True,SIR,hamilton_32,acute_sal
1974,184.0,16.0,-0.23,2.59,2.82,48.0,0.0,True,FF,hamilton_32,acute_sal
1975,184.0,16.0,-0.09,0.98,1.06,949.5,0.0,True,SR,hamilton_32,acute_sal
1978,184.0,16.0,0.01,-0.1,-0.11,1681.0,0.42,False,SR,hamilton_32,acute_sal
1980,184.0,16.0,0.05,-0.59,-0.64,2242.0,0.0,True,SR,hamilton_32,acute_sal
1982,184.0,16.0,-0.02,0.18,0.19,1529.0,0.85,False,SR,hamilton_32,acute_sal
1983,184.0,16.0,-0.18,2.05,2.23,88.0,0.0,True,SIR,hamilton_32,acute_sal
1984,184.0,16.0,0.0,-0.02,-0.02,1462.0,0.99,False,SR,hamilton_32,acute_sal
1985,184.0,16.0,-0.02,0.23,0.25,1389.5,0.77,False,SR,hamilton_32,acute_sal
1987,184.0,16.0,0.07,-0.75,-0.82,2284.0,0.0,True,SIR,hamilton_32,acute_sal
1988,184.0,16.0,-0.09,1.04,1.13,368.0,0.0,True,SIR,hamilton_32,acute_sal
1989,184.0,16.0,-0.0,0.04,0.05,1052.0,0.05,False,SIR,hamilton_32,acute_sal
1990,184.0,16.0,-0.19,2.24,2.43,189.5,0.0,True,SR,hamilton_32,acute_sal
1991,184.0,16.0,-0.09,1.0,1.09,597.5,0.0,True,SIR,hamilton_32,acute_sal
1992,184.0,16.0,0.08,-0.91,-0.99,2868.5,0.0,True,SR,hamilton_32,acute_sal
1993,184.0,16.0,-0.19,2.21,2.4,383.0,0.0,True,SR,hamilton_32,acute_sal
1995,184.0,16.0,0.06,-0.7,-0.76,2187.5,0.0,True,SR,hamilton_32,acute_sal
1997,184.0,16.0,0.07,-0.85,-0.92,2330.0,0.0,True,SR,hamilton_32,acute_sal
1998,184.0,16.0,-0.04,0.49,0.53,1116.5,0.15,False,SR,hamilton_32,acute_sal
1999,184.0,16.0,-0.01,0.12,0.13,1349.5,0.66,False,SR,hamilton_32,acute_sal
2000,184.0,16.0,-0.24,2.81,3.05,23.5,0.0,True,SIR,hamilton_32,acute_sal
2001,184.0,16.0,-0.12,1.39,1.51,810.5,0.0,True,SIR,hamilton_32,acute_sal
2002,184.0,16.0,-0.02,0.22,0.24,1380.0,0.75,False,FF,hamilton_32,acute_sal
2003,184.0,16.0,0.15,-1.72,-1.87,2796.5,0.0,True,SR,hamilton_32,acute_sal
