neuron_id,degree,clust,page_rank,session,block,bin_width,neuron_type,in_ensemble,response_fs_slow,response_fs_fast
1698,0.030294033933620557,0.08673901423564204,0.03269338292133593,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1700,0.009957565568380216,0.05520934177996929,0.014030187284683228,hamilton_38,pre,0.05,SIR,True,activated,inhibited
1706,0.05742906878550718,0.11431269818608508,0.05974457867843787,hamilton_38,pre,0.05,SIR,True,activated,inhibited
1708,0.0057996283127743214,0.037002077769417455,0.010759249626771755,hamilton_38,pre,0.05,SR,True,activated,activated
1709,0.04278329376214246,0.11047929140641673,0.044491343704155445,hamilton_38,pre,0.05,SIR,True,activated,no_response
1712,0.00044938077124505484,0.0023397580820427107,0.005204459867929941,hamilton_38,pre,0.05,SIR,True,inhibited,inhibited
1713,0.050717070987152335,0.11035442717935977,0.051720211321487373,hamilton_38,pre,0.05,SIR,True,inhibited,activated
1715,0.0015350366445375113,0.033857075265654464,0.006103299684596607,hamilton_38,pre,0.05,SR,True,activated,activated
1720,0.03046959810984954,0.10624949453903162,0.03315201308346354,hamilton_38,pre,0.05,SIR,True,activated,inhibited
1721,0.028811909506130367,0.08232912161011986,0.03305833072648363,hamilton_38,pre,0.05,SIR,True,inhibited,activated
1725,0.05962348447714206,0.10323305647526568,0.06131808741841927,hamilton_38,pre,0.05,SIR,True,activated,inhibited
1726,0.0494097370758108,0.1170512237824417,0.051394095388526816,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1727,0.048585799087872875,0.08212713864481469,0.05249082422761518,hamilton_38,pre,0.05,FF,True,inhibited,inhibited
1728,0.014970904021998197,0.07494044359285389,0.018753721750465614,hamilton_38,pre,0.05,SIR,True,activated,activated
1732,0.01673925422506634,0.06523612648405801,0.021775564407051314,hamilton_38,pre,0.05,SIR,True,activated,activated
1733,0.044584165823477885,0.11487212585418115,0.04662168752001722,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1735,0.021414565871774392,0.05569841498276869,0.027517340455053045,hamilton_38,pre,0.05,SIR,True,activated,no_response
1736,0.007167317354774986,0.04185028086178969,0.011726784904721115,hamilton_38,pre,0.05,SIR,True,activated,activated
1737,0.038713332750525124,0.09282827378948864,0.04214094516437306,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1739,0.03206849482594194,0.08153670521566576,0.03620511877664106,hamilton_38,pre,0.05,SR,True,inhibited,no_response
1741,0.007270512980122948,0.03660741839390583,0.012550042591627012,hamilton_38,pre,0.05,SR,True,activated,activated
1743,0.03855740313273644,0.08039856658708082,0.04124094879311926,hamilton_38,pre,0.05,FF,True,activated,no_response
1748,0.010160080385202098,0.04070991837336926,0.01851719707395836,hamilton_38,pre,0.05,SIR,True,inhibited,inhibited
1749,0.0603990212252092,0.1058742570923978,0.060372155548278204,hamilton_38,pre,0.05,SIR,True,no_response,activated
1751,0.02231610877961064,0.06398325484045574,0.02678923077637016,hamilton_38,pre,0.05,SIR,True,activated,inhibited
1752,0.04248858540294672,0.09549246613420916,0.044984154655891166,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1754,0.033440538783486115,0.087222111902461,0.036700349174097785,hamilton_38,pre,0.05,SIR,True,inhibited,no_response
1755,0.013159929308221449,0.05114789861212585,0.017310041807720895,hamilton_38,pre,0.05,SR,True,inhibited,no_response
1760,0.02641646148427791,0.18263048765840648,0.04021988141852339,hamilton_37,pre,0.05,SR,True,activated,activated
1767,0.0011693599562525624,0.0,0.010540239789036225,hamilton_37,pre,0.05,SR,True,inhibited,inhibited
1769,0.014321546326449395,0.11023733424274003,0.023587811409974437,hamilton_37,pre,0.05,SR,True,activated,activated
1772,0.0036679242291404565,0.06612143418531904,0.009273593679820339,hamilton_37,pre,0.05,SIR,True,activated,inhibited
1774,0.007608246918864918,0.04971569891052735,0.018653511437377264,hamilton_37,pre,0.05,SR,True,no_response,inhibited
1775,0.0017877817652502761,0.030041780485945458,0.008746878960111629,hamilton_37,pre,0.05,SR,True,activated,inhibited
1792,0.0015690490287755146,0.0406779455965903,0.012574167521707817,hamilton_37,pre,0.05,SR,True,activated,no_response
1795,0.0022385843259389304,0.0364376201032126,0.008952860772984333,hamilton_37,pre,0.05,SR,True,inhibited,no_response
1800,0.023580414288857845,0.1622271304618135,0.035431160563589637,hamilton_37,pre,0.05,SIR,True,activated,activated
1810,0.017159963710084797,0.13249260717964853,0.0278243823550713,hamilton_37,pre,0.05,SIR,True,no_response,no_response
1811,0.002692682768793623,0.03575832549148083,0.009909146430063794,hamilton_37,pre,0.05,SR,True,inhibited,inhibited
1812,0.015619872051270174,0.12590018343445336,0.024862078733209808,hamilton_37,pre,0.05,SR,True,activated,no_response
1813,0.003117684858633831,0.03642527706656761,0.013366232660794427,hamilton_37,pre,0.05,SR,True,activated,inhibited
1814,0.009919878189839517,0.09878735993672073,0.017936007071805975,hamilton_37,pre,0.05,SR,True,activated,inhibited
1815,0.014341776455788793,0.13626452575706713,0.023374269435665312,hamilton_37,pre,0.05,SR,True,activated,inhibited
1816,0.012516525174836975,0.10681663655448481,0.02141526768277699,hamilton_37,pre,0.05,SR,True,activated,inhibited
1817,0.010807162297613635,0.09557576360314184,0.019750804960816916,hamilton_37,pre,0.05,SR,True,activated,inhibited
1819,0.030213080830844896,0.22657829795704928,0.04366990756263193,hamilton_37,pre,0.05,SIR,True,activated,activated
1820,0.0019530000393201362,0.02787984048682929,0.013027550711856847,hamilton_37,pre,0.05,SR,True,activated,inhibited
1821,0.002811545503981896,0.014248470846087914,0.021182649312069014,hamilton_37,pre,0.05,SIR,True,inhibited,activated
1822,0.012753673108546606,0.1104806564704744,0.022262248415236746,hamilton_37,pre,0.05,SR,True,activated,inhibited
1823,0.01960907415217232,0.12411626090072733,0.03201945297673559,hamilton_37,pre,0.05,SR,True,activated,no_response
1824,0.02162478826372716,0.13727347594875225,0.03462784627240105,hamilton_37,pre,0.05,SR,True,activated,inhibited
1825,0.014051363267634164,0.11567607433145292,0.024732716658531356,hamilton_37,pre,0.05,SR,True,activated,no_response
1826,0.0391664734298464,0.25765345941174916,0.05554299128862441,hamilton_37,pre,0.05,SR,True,activated,no_response
1827,0.0290782756005291,0.21681022353887894,0.04218804139673886,hamilton_37,pre,0.05,SIR,True,activated,activated
1828,0.026713907212598018,0.19015213347222668,0.03966057393514802,hamilton_37,pre,0.05,SIR,True,activated,inhibited
1829,0.023386179725951292,0.16049479256889673,0.03607772228550085,hamilton_37,pre,0.05,SIR,True,activated,activated
1830,0.024053497249352948,0.16400304211007677,0.037212999040486264,hamilton_37,pre,0.05,SIR,True,activated,inhibited
1831,0.02808762495444014,0.19227005791974477,0.04181451457202985,hamilton_37,pre,0.05,SR,True,activated,inhibited
1832,0.020244694900577672,0.15959488860359683,0.032516636103913095,hamilton_37,pre,0.05,SR,True,activated,inhibited
1833,0.024591038797406505,0.20023337278952524,0.03716868527042555,hamilton_37,pre,0.05,SIR,True,activated,activated
1834,0.01248343987444229,0.10741789713310528,0.02158910010288486,hamilton_37,pre,0.05,SIR,True,inhibited,inhibited
1835,0.04328473401117171,0.2619127610949494,0.06225593772010235,hamilton_37,pre,0.05,FF,True,activated,activated
1836,0.01695807256884592,0.13207795162513647,0.027061745216574708,hamilton_37,pre,0.05,SIR,True,activated,activated
1837,0.03330905977778904,0.21003570070101008,0.04897038627477892,hamilton_37,pre,0.05,SIR,True,activated,activated
1839,0.019113768768943874,0.035032853776296224,0.009363155393309938,hamilton_35,pre,0.05,FF,True,activated,no_response
1841,0.03380169312835253,0.0454749526408284,0.014878755164085206,hamilton_35,pre,0.05,SR,True,activated,inhibited
1842,0.0011013796573849908,0.004091431943532139,0.0037805767354788617,hamilton_35,pre,0.05,SIR,True,activated,activated
1843,0.02221999071701055,0.03567801770760134,0.010735156807186686,hamilton_35,pre,0.05,FF,True,inhibited,inhibited
1844,0.16638995207907953,0.11251168462984376,0.0557986409587877,hamilton_35,pre,0.05,FF,True,activated,activated
1846,0.01960968892686573,0.02961085608347006,0.010394346990969892,hamilton_35,pre,0.05,SR,True,activated,inhibited
1847,0.026712390917835584,0.04402875934927991,0.012328773068263993,hamilton_35,pre,0.05,SR,True,activated,activated
1848,0.016089092510431495,0.02988722576855682,0.009181226348684244,hamilton_35,pre,0.05,SR,True,activated,inhibited
1850,0.01630296009996863,0.02796272280991132,0.009082369963593882,hamilton_35,pre,0.05,SR,True,activated,inhibited
1854,0.026479549663791502,0.037682098094864516,0.012466471050498152,hamilton_35,pre,0.05,SR,True,activated,inhibited
1856,0.04402844072001503,0.047406994142181406,0.018396862476440855,hamilton_35,pre,0.05,SR,True,activated,inhibited
1857,0.05346664059042385,0.05449124673266279,0.02051252420417676,hamilton_35,pre,0.05,SIR,True,activated,no_response
1858,0.0028541291698873507,0.006810277781950023,0.004946614118947155,hamilton_35,pre,0.05,FF,True,activated,inhibited
1860,0.01519249268846142,0.023380023413593336,0.00878758910181379,hamilton_35,pre,0.05,SR,True,activated,activated
1861,0.019334570567893013,0.03360159392080923,0.010109174777226044,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1864,0.17607739385543594,0.11953782276547631,0.05921384195762969,hamilton_35,pre,0.05,SIR,True,activated,activated
1865,0.04166817641730157,0.04939744431220645,0.017827714628462506,hamilton_35,pre,0.05,SR,True,activated,inhibited
1866,0.16463155215261863,0.11537012211009819,0.05572985880397236,hamilton_35,pre,0.05,SR,True,activated,activated
1867,0.016324943910681226,0.02636707067800655,0.009658880765744548,hamilton_35,pre,0.05,SR,True,activated,inhibited
1868,0.01125592005804557,0.022401352047292867,0.007613763783270959,hamilton_35,pre,0.05,SIR,True,activated,inhibited
1869,0.025149827126448535,0.035351757615626804,0.012280798442093186,hamilton_35,pre,0.05,SR,True,activated,inhibited
1871,0.050031525260847566,0.05771963686835221,0.019790737231150813,hamilton_35,pre,0.05,SR,True,activated,activated
1872,0.018310006676535408,0.030086726047252148,0.010107052802433769,hamilton_35,pre,0.05,SR,True,activated,inhibited
1873,0.04778402116857287,0.05061580634429273,0.020338528103004266,hamilton_35,pre,0.05,SIR,True,inhibited,inhibited
1874,0.015439206772521507,0.030415605536788667,0.009142160490460611,hamilton_35,pre,0.05,SIR,True,activated,inhibited
1875,0.028143373079935207,0.0344786600790241,0.013475993533311336,hamilton_35,pre,0.05,SR,True,activated,inhibited
1878,0.0411000949277391,0.043272900544101774,0.017973140574908245,hamilton_35,pre,0.05,FF,True,inhibited,inhibited
1879,0.025620922164167018,0.0358600415560731,0.011791205144852903,hamilton_35,pre,0.05,SIR,True,activated,activated
1881,0.024631576467490292,0.040545882957711284,0.011141412805734517,hamilton_35,pre,0.05,SR,True,activated,activated
1882,0.003843400433805693,0.007675676820625852,0.006666673773318451,hamilton_35,pre,0.05,SR,True,activated,no_response
1883,0.011844599130185072,0.020237131593451554,0.008074774537657595,hamilton_35,pre,0.05,FF,True,activated,activated
1884,0.15678224447742747,0.11014821817030708,0.053089641803730096,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1885,0.014795496760150843,0.02559558779293244,0.008756146929258208,hamilton_35,pre,0.05,FF,True,activated,activated
1887,0.04570965783069909,0.04981583206977164,0.018071464748553378,hamilton_35,pre,0.05,SIR,True,activated,activated
1888,0.01005259849600917,0.022283836896773247,0.007273077193079326,hamilton_35,pre,0.05,SIR,True,activated,activated
1889,0.08954292953378229,0.07654968232227526,0.031410778581296664,hamilton_35,pre,0.05,SIR,True,activated,activated
1890,0.0015544027394551235,0.002810925971886665,0.0078497800986155,hamilton_35,pre,0.05,FF,True,inhibited,inhibited
1893,0.15659276920488593,0.10857992370800118,0.05356152420531318,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1894,0.16061804563139925,0.11218715482807654,0.054177066426015524,hamilton_35,pre,0.05,SIR,True,activated,no_response
1895,0.0141276049335898,0.023424649473549358,0.008887241504266319,hamilton_35,pre,0.05,SIR,True,activated,activated
1896,0.0016351419255550407,0.003238741458164091,0.008331643092455605,hamilton_35,pre,0.05,FF,True,inhibited,inhibited
1897,0.1315245902882898,0.09790559723926956,0.0460233287537068,hamilton_35,pre,0.05,FF,True,no_response,activated
1899,0.10694205476919283,0.08620663579167495,0.03687570490241956,hamilton_35,pre,0.05,SIR,True,activated,inhibited
1900,0.0031503420408892013,0.012065187315237225,0.0043387408297501685,hamilton_35,pre,0.05,SIR,True,activated,no_response
1902,0.026588881127268062,0.03572237543107289,0.01299382225100332,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1903,0.012571917818776085,0.021956764493674934,0.007791922404920796,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1904,0.13333716488645417,0.10397694555377497,0.04691710670762014,hamilton_35,pre,0.05,SIR,True,activated,inhibited
1906,0.026520213840376047,0.035379549167605356,0.01248357135451296,hamilton_35,pre,0.05,SR,True,inhibited,no_response
1908,0.16093514938381648,0.11011151160354235,0.055004152391635704,hamilton_35,pre,0.05,SR,True,inhibited,activated
1909,0.011656628203916832,0.02533059195840881,0.007373908379388247,hamilton_35,pre,0.05,SIR,True,activated,no_response
1910,0.041377970944379505,0.04698845452382615,0.017200602904989697,hamilton_35,pre,0.05,SR,True,activated,inhibited
1911,0.020283761674001543,0.203201913218339,0.04849377295836036,hamilton_36,pre,0.05,SR,True,inhibited,activated
1914,0.007451132977863736,0.05496646604100646,0.026928300788480408,hamilton_36,pre,0.05,SR,True,inhibited,no_response
1917,0.015206864426973122,0.09900338324796884,0.04323778242534612,hamilton_36,pre,0.05,SR,True,activated,no_response
1919,0.012274665072725094,0.08880915759937102,0.03537352672708877,hamilton_36,pre,0.05,SR,True,inhibited,no_response
1921,0.0029629348001933495,0.036815251208819406,0.016345763214654252,hamilton_36,pre,0.05,SIR,True,activated,inhibited
1924,0.005866215536641029,0.04670256062545153,0.023096070437841502,hamilton_36,pre,0.05,SR,True,inhibited,inhibited
1928,0.004023056427484192,0.03304039766940391,0.01851377530161369,hamilton_36,pre,0.05,SR,True,no_response,inhibited
1929,0.00784752732469632,0.06699758338612824,0.028630068389154183,hamilton_36,pre,0.05,SR,True,no_response,inhibited
1930,0.0038517631932157826,0.02828811155435712,0.02066146694545861,hamilton_36,pre,0.05,SR,True,activated,no_response
1931,0.009567537184508278,0.07179044013235812,0.03240302849787101,hamilton_36,pre,0.05,SR,True,activated,inhibited
1934,0.004228784027962088,0.05251743390973365,0.0185961690082471,hamilton_36,pre,0.05,SR,True,activated,inhibited
1938,0.010609817680353796,0.10559397953256423,0.03358429386421073,hamilton_36,pre,0.05,SR,True,inhibited,no_response
1940,0.024001039333246103,0.16882187452325828,0.05787982196358415,hamilton_36,pre,0.05,FF,True,inhibited,no_response
1942,0.011120094911298563,0.16391080008008407,0.029054624918662328,hamilton_36,pre,0.05,SIR,True,inhibited,no_response
1945,0.0031453730596278247,0.06890799946523873,0.013387432530376924,hamilton_36,pre,0.05,SR,True,inhibited,activated
1946,0.025293717963440755,0.16687850011409605,0.062204947120248114,hamilton_36,pre,0.05,FF,True,inhibited,activated
1947,0.0055060890175239775,0.056352003502855116,0.021852284016562196,hamilton_36,pre,0.05,SR,True,inhibited,no_response
1949,0.03706903763855996,0.21617399796621403,0.08568685456602511,hamilton_36,pre,0.05,SIR,True,inhibited,activated
1950,0.031854634208241424,0.21187065502983754,0.07399230301473099,hamilton_36,pre,0.05,SIR,True,inhibited,activated
1951,0.023639136792065408,0.1847492054524645,0.058003869395569174,hamilton_36,pre,0.05,SR,True,inhibited,activated
1952,0.0366848178651981,0.2335340390188447,0.08493809345915201,hamilton_36,pre,0.05,SIR,True,inhibited,activated
1956,0.0318068764233353,0.23263922696265898,0.0738241094652702,hamilton_36,pre,0.05,SIR,True,no_response,activated
1959,0.030378875140947368,0.1862260737718081,0.07485647896111966,hamilton_36,pre,0.05,FF,True,inhibited,no_response
1960,0.0037105837138226728,0.04430982986508995,0.018455162030372462,hamilton_36,pre,0.05,SR,True,activated,inhibited
1961,0.01057311353873289,0.039329557814457294,0.030630237943502156,hamilton_32,pre,0.05,SR,True,no_response,activated
1962,0.003974699268933097,0.01660613385565952,0.01677947212731065,hamilton_32,pre,0.05,SR,True,inhibited,inhibited
1963,0.007208082770371948,0.041937977265737475,0.0213600975616934,hamilton_32,pre,0.05,SIR,True,inhibited,no_response
1966,0.0022435393507650022,0.020762252248375652,0.014106006481091685,hamilton_32,pre,0.05,SR,True,no_response,inhibited
1968,0.004131367886498859,0.02871655297438752,0.015537730345147728,hamilton_32,pre,0.05,SR,True,activated,activated
1969,0.001694717668378698,0.023216857924831184,0.01110573491032562,hamilton_32,pre,0.05,SR,True,no_response,activated
1970,0.010162957291182557,0.04845288733382081,0.029971136295432167,hamilton_32,pre,0.05,SIR,True,inhibited,activated
1973,0.010551176379597049,0.032738076658535904,0.03155202220474598,hamilton_32,pre,0.05,SIR,True,inhibited,activated
1974,0.0056760481855016205,0.017145077853554406,0.024417027405100017,hamilton_32,pre,0.05,FF,True,inhibited,activated
1975,0.015484763803446286,0.04852907844340726,0.04571882091272003,hamilton_32,pre,0.05,SR,True,activated,activated
1978,0.016049766438671547,0.05721701672573579,0.040200305089806494,hamilton_32,pre,0.05,SR,True,activated,no_response
1980,0.016912755071864644,0.06577449017502035,0.04200773103112784,hamilton_32,pre,0.05,SR,True,activated,inhibited
1982,0.01431102348356285,0.05315350015445089,0.035621976380474735,hamilton_32,pre,0.05,SR,True,activated,no_response
1983,0.030424528475337376,0.10917004631594888,0.07032912186366766,hamilton_32,pre,0.05,SIR,True,activated,activated
1984,0.013347603477842244,0.05492677068171878,0.03441767869674895,hamilton_32,pre,0.05,SR,True,activated,no_response
