neuron_id,degree,clust,page_rank,session,shuffle,neuron_type,in_ensemble
1846,0.40767881327000727,0.35158572864147897,0.021769629556436347,hamilton_35,True,SR,True
1847,0.35689691612948843,0.31913091575387464,0.019465242269248104,hamilton_35,True,SR,True
1848,0.38718049443519414,0.3365690234235912,0.020880032028816164,hamilton_35,True,SR,True
1850,0.37298922468867074,0.34532369474591046,0.020212393922673433,hamilton_35,True,SR,True
1854,0.3956216786196549,0.3523218446653172,0.02126287411639937,hamilton_35,True,SR,True
1856,0.35485705039580756,0.32179809602236936,0.019353393431315608,hamilton_35,True,SR,True
1857,0.36055768927140724,0.31539969838121384,0.019636138255060616,hamilton_35,True,SIR,True
1858,0.3783287662741114,0.35208651601343915,0.020460702066889776,hamilton_35,True,FF,True
1860,0.3023884174749274,0.2868941922094962,0.01692644847956459,hamilton_35,True,SR,True
1861,0.35582544268608896,0.3188358683423617,0.01944792578270809,hamilton_35,True,SR,True
1864,0.40784588901628804,0.3654460738614336,0.021802127962377973,hamilton_35,True,SIR,True
