neuron_id,waveform_width,peak_asymmetry,mean_firing_rate,cv2_isi,recording_session_id,cluster_id,channel,is_single_unit,session_name,group_name,experiment_name,cv2_burst,is_burster,median_burst
35,59.0,0.2388663967611336,1.5839358269209112,0.6570143768232904,4,205,3,1,ESHOCK_04_LOC1,shock,ESHOCK,0.5824142694549328,False,0.022383333333323208
36,52.0,0.19402985074626866,2.6040420809468854,0.8446828795859952,4,209,11,1,ESHOCK_04_LOC1,shock,ESHOCK,0.5619733493711517,True,0.025199999999983902
37,46.0,0.17164179104477612,1.8720239298599302,0.5224716373057956,4,213,17,1,ESHOCK_04_LOC1,shock,ESHOCK,0.5053892707192351,False,0.04063333333340324
38,58.0,0.2230769230769231,2.0736856019172434,0.4446802925463736,4,217,2,1,ESHOCK_04_LOC1,shock,ESHOCK,0.4336465608422057,False,0.010600000000067666
39,47.0,0.17343173431734318,2.67976809657657,0.27083956313666746,4,218,8,1,ESHOCK_04_LOC1,shock,ESHOCK,0.2704258850485902,False,0.02936666666664678
40,32.0,0.128,2.8520722190962884,0.5478989410437435,4,219,20,1,ESHOCK_04_LOC1,shock,ESHOCK,0.46516021557831166,False,0.025016666666715537
41,49.0,0.18631178707224336,8.775712354766213,0.9766437361583913,4,224,12,1,ESHOCK_04_LOC1,shock,ESHOCK,0.5862256468675199,True,0.022699999999986176
42,35.0,0.1394422310756972,9.764266102279818,0.9760168090332135,4,226,25,1,ESHOCK_04_LOC1,shock,ESHOCK,0.5588983607222143,True,0.02206666666666024
43,48.0,0.1875,18.42419447662673,0.9744009644598925,4,227,14,1,ESHOCK_04_LOC1,shock,ESHOCK,0.4254977942370662,True,0.020133333333433256
44,55.0,0.21912350597609562,6.853753153730186,0.9993877412819312,4,228,11,1,ESHOCK_04_LOC1,shock,ESHOCK,0.6653004707413498,True,0.021866666666937817
45,97.0,0.4470046082949309,18.144063092721264,0.9431242265269204,4,231,28,1,ESHOCK_04_LOC1,shock,ESHOCK,0.46070900729054437,True,0.018766666666579113
46,100.0,0.3937007874015748,15.04835064942512,0.9483786013731474,4,234,4,1,ESHOCK_04_LOC1,shock,ESHOCK,0.43411704932908346,True,0.02173333333348637
47,109.0,0.48444444444444446,0.8343580200357684,0.29973919564845264,4,235,10,1,ESHOCK_04_LOC1,shock,ESHOCK,0.284262138909946,False,0.026799999999994384
48,32.0,0.12403100775193798,4.582795793705176,0.3841709165018746,5,7,4,1,ESHOCK_06_LOC1,sham,ESHOCK,0.30296203741414046,False,0.020133333333205883
49,98.0,0.4537037037037037,9.618301463457382,0.7269233562472772,5,12,8,1,ESHOCK_06_LOC1,sham,ESHOCK,0.4437425135519613,True,0.0283666666668978
50,40.0,0.14925373134328357,6.4276571310022845,0.5261789934656746,5,13,10,1,ESHOCK_06_LOC1,sham,ESHOCK,0.3196964028341316,True,0.02366666666648598
51,55.0,0.21912350597609562,5.81883094012449,0.346053317375931,5,15,12,1,ESHOCK_06_LOC1,sham,ESHOCK,0.22146238427248524,False,0.02558333333331575
52,45.0,0.16605166051660517,4.09578971492731,0.2931659694572026,5,16,14,1,ESHOCK_06_LOC1,sham,ESHOCK,0.28269157456398203,False,0.006200000000035288
54,42.0,0.15555555555555556,2.7692125932985894,0.44812541396473665,5,19,16,1,ESHOCK_06_LOC1,sham,ESHOCK,0.4355667448896884,False,0.020733333333282644
55,46.0,0.17037037037037037,5.908824176090203,0.8926925747989496,5,20,14,1,ESHOCK_06_LOC1,sham,ESHOCK,0.5848130769588379,True,0.02233333333333576
