ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,state,bin_width,ensemble_id
3,6,0.25818079796378685,0.05958018414548927,0.021823293687526016,3.513181219660063,0.5935083471264252,0.051636159592757365,1.9640964318773404,0.5590649354738915,0.3273494053128901,0.08580193743901164,1.0,1.0,0.05681818181818182,0.6818181818181818,0.0,-1,acute_12,act,0.1,-1
4,3,0.12347197816638317,0.061735989083191584,0.029238269742147452,2.1831886585122917,0.861397778200973,0.061735989083191584,1.812772724013142,0.8303326040766603,0.6042575746710473,0.08580193743901164,1.0,1.0,0.9545454545454546,1.0,0.0,-1,acute_12,act,0.1,-1
0,12,1.0356461061066933,0.105319942993901,0.029141270237612017,15.196173945853461,0.24745703091526922,0.09414964600969938,2.7684206725731415,0.1821787959546589,0.23070172271442846,0.3309517777476117,0.10227272727272727,0.8409090909090909,0.0,0.0,0.0,0,acute_11,act,0.1,73
1,15,1.4285513578441145,0.11773774927286658,0.05552942300421818,28.536036512201647,0.49358817143671735,0.10203938270315104,7.10776614453993,0.2490803563942995,0.473851076302662,0.3309517777476117,0.0,0.8409090909090909,0.0,0.0,0.0,1,acute_11,act,0.1,74
2,7,0.9563522780218859,0.15939204633698098,0.0624265140959044,13.873515067182206,0.681623627303925,0.15939204633698098,7.179049121029003,0.5174643258225913,1.0255784458612862,0.3309517777476117,0.1590909090909091,0.8409090909090909,0.25,0.3409090909090909,0.7045454545454546,-1,acute_11,act,0.1,-1
0,1,0.0,,0.2254078878100204,0.6762236634300612,1.1146650641697957,,0.6762236634300612,1.0,0.6762236634300612,-0.021164277788025196,1.0,0.0,0.9,1.0,0.6,-1,ESHOCK_03_LOC1,sw,0.5,-1
1,4,1.305289536103142,0.43509651203438066,0.22540788781002039,5.897381807842629,1.1146650641697955,0.43509651203438066,0.6762236634300611,0.9999999999999999,0.6762236634300611,-0.021164277788025196,0.0,0.75,0.9,1.0,0.6,-1,ESHOCK_03_LOC1,sw,0.5,-1
0,11,1.0921108101575157,0.11551172030512184,0.09634350315526623,17.21576808211705,0.5715629299368016,0.10921108101575157,5.202549170384375,0.30219675041908495,0.47295901548948865,0.311070897918069,0.03658536585365854,1.0,0.0,0.0,0.03658536585365854,0,ESHOCK_04_LOC1,sw,0.5,77
1,6,0.9334432328630006,0.18668864657260012,0.06799705506515685,6.280629947829572,0.130743681372201,0.18668864657260012,0.6799705506515685,0.10826470534003507,0.11332842510859475,0.311070897918069,0.1951219512195122,0.8414634146341464,0.0,0.0,0.0,1,ESHOCK_04_LOC1,sw,0.5,78
2,6,1.2654895132032233,0.25309790264064463,0.10074949981066349,13.033410068995167,0.6489701165294564,0.25309790264064463,5.440472989775828,0.41742513747173693,0.9067454982959714,0.311070897918069,0.0,0.5853658536585367,0.12195121951219512,0.07317073170731707,0.6585365853658537,-1,ESHOCK_04_LOC1,sw,0.5,-1
0,7,1.0086274101712567,0.16810456836187612,0.09868245413503615,8.54062868322434,0.21466241734485617,0.16810456836187612,1.4802368120255422,0.17331707851121672,0.2114624017179346,0.3287685551473203,0.4358974358974359,1.0,0.0,0.0,0.0,0,ESHOCK_06_LOC1,sw,0.5,80
1,8,1.1356160758878604,0.19749844798049745,0.13745639505923346,15.820291965005325,0.6618873056908979,0.16223086798398006,6.735363357902438,0.42574203894600315,0.8419204197378047,0.3287685551473203,0.4358974358974359,1.0,0.1794871794871795,0.1282051282051282,0.07692307692307693,-1,ESHOCK_06_LOC1,sw,0.5,-1
2,7,2.1037662278906994,0.35062770464844994,0.15456254546696754,19.981490141111795,0.47871926962365735,0.35062770464844994,5.255126545876895,0.2629997316899056,0.7507323636966994,0.3287685551473203,0.0,0.6923076923076923,0.0,0.0,0.07692307692307693,-1,ESHOCK_06_LOC1,sw,0.5,-1
0,7,1.4939431608905422,0.2489905268150904,0.2320933914503645,15.33156334669145,0.935165680626879,0.2489905268150904,4.8739612204576535,0.6172619476387194,0.8123268700762756,0.046087964039636255,0.0,1.0,1.0,1.0,0.6868686868686869,-1,ESHOCK_07_LOC1,sw,0.5,-1
1,1,0.0,,0.04272314038845003,0.08544628077690006,1.003692225579933,,0.08544628077690006,1.0,0.08544628077690006,0.046087964039636255,1.0,0.0,1.0,1.0,0.0,-1,ESHOCK_07_LOC1,sw,0.5,-1
2,2,0.21473812129857464,0.21473812129857464,0.054551230122216576,0.5385787028415825,0.20738336458730525,0.21473812129857464,0.10910246024443315,0.20257477629323295,0.054551230122216576,0.046087964039636255,1.0,1.0,0.0,0.0,0.0,-1,ESHOCK_07_LOC1,sw,0.5,-1
3,3,0.8642203897142301,0.43211019485711505,0.2752595576139012,7.272073648579012,0.9367543858238674,0.43211019485711505,4.67941247943632,0.6434770473413307,1.5598041598121066,0.046087964039636255,0.8484848484848485,0.5454545454545454,1.0,1.0,1.0,-1,ESHOCK_07_LOC1,sw,0.5,-1
0,3,1.2330543439458619,0.6165271719729309,0.07951973171964268,8.072748276417933,0.5730895117215744,0.6165271719729309,4.373585244580347,0.5417715373779758,1.457861748193449,0.16511457626290799,1.0,0.11904761904761904,0.0,0.2777777777777778,0.0,0,ESHOCK_08_LOC1,sw,0.5,83
